player_id,rank,name,h1,h2,h3,h4,h5,h6,h7,h8,h9,out,h10,h11,h12,h13,h14,h15,h16,h17,h18,in,total,score
master,PAR,PAR,4,4,5,3,4,4,3,4,5,36,4,3,4,5,4,4,3,5,4,36,72,
kimura-en,1,木村 円,4,4,4,2,3,5,3,3,4,32,4,3,4,4,4,4,3,7,4,37,69,-3
arakawa-yuuna,2,荒川 侑奈,3,5,6,3,3,4,3,4,4,35,3,3,4,5,4,4,3,4,4,34,69,-3
yabushita-mai,2,薮下 真衣,4,4,5,3,4,4,3,5,4,36,4,2,3,4,3,4,4,5,4,33,69,-3
hayakawa-natsumi,2,早川 夏未,3,4,5,3,4,4,3,4,5,35,4,3,4,4,4,4,2,5,4,34,69,-3
shousaki-suzuna,2,商崎 鈴菜,3,4,4,2,4,4,3,4,4,32,4,3,4,5,4,4,3,5,5,37,69,-3
kumakura-riko,6,熊倉 莉子,3,4,5,4,4,4,3,4,5,36,4,3,4,5,3,4,3,4,4,34,70,-2
takada-hanakoi,6,高田 花恋,4,4,5,3,5,5,2,3,5,36,4,3,4,5,3,4,3,4,4,34,70,-2
suzuki-keiko,6,鈴木 惠子,5,5,5,3,3,4,2,4,5,36,4,3,4,5,4,3,2,5,4,34,70,-2
gion-biina,6,@祇園 美衣菜,4,4,4,3,4,4,3,4,4,34,5,3,4,4,4,4,3,5,4,36,70,-2
sakashita-ichiyou,10,@坂下 一葉,4,4,5,3,3,4,2,4,4,33,4,4,4,5,4,4,4,5,4,38,71,-1
morita-rino,10,@森田 乃愛,4,4,4,3,5,4,4,3,5,36,4,2,3,5,4,4,4,5,4,35,71,-1
morohashi-aina,10,諸橋 愛奈,4,4,5,3,4,4,3,5,5,37,4,3,4,5,3,4,2,5,4,34,71,-1
hagiuda-miran,10,@萩生田 みらん,5,4,4,2,4,4,3,4,5,35,3,3,5,5,3,5,3,5,4,36,71,-1
kokutou-satsuki,10,谷頭 さつき,4,4,5,3,4,4,3,3,5,35,4,3,4,5,4,4,4,4,4,36,71,-1
