player_id,rank,name,h1,h2,h3,h4,h5,h6,h7,h8,h9,out,h10,h11,h12,h13,h14,h15,h16,h17,h18,in,total,score
master,PAR,PAR,4,4,5,4,3,4,3,5,4,36,4,4,3,5,4,4,3,4,5,36,72,
kurabayashi-natsu,1,倉林 夏,4,4,4,4,3,4,3,5,3,34,3,3,3,4,3,4,3,4,4,31,65,-7
kimura-en,2,木村 円,4,4,4,5,3,3,3,4,4,34,3,4,3,5,3,3,3,4,4,32,66,-6
gion-biina,2,@祇園 美衣菜,4,3,4,3,3,4,3,5,4,33,4,3,3,5,4,4,1,4,5,33,66,-6
hashimoto-mitsuki,2,@橋本 美月,4,4,4,3,3,4,3,4,4,33,4,3,3,4,5,3,3,4,4,33,66,-6
oomura-minami,2,大村 みなみ,4,4,3,4,4,4,3,4,4,34,4,3,3,5,4,3,2,4,4,32,66,-6
yabushita-mai,6,薮下 真衣,4,4,4,3,3,4,3,4,4,33,3,4,3,5,4,4,3,4,4,34,67,-5
tsune-fumie,6,常 文恵,4,3,5,4,3,4,3,3,4,33,4,4,3,5,4,3,3,4,4,34,67,-5
koga-kisaki,6,古賀 妃,4,4,5,4,2,4,3,5,4,35,3,3,2,4,5,4,3,4,4,32,67,-5
shousaki-suzuna,9,商崎 鈴菜,4,3,5,4,3,3,3,5,3,33,4,4,3,5,4,3,3,5,4,35,68,-4
kuwamura-miho,9,桑村 美穂,4,4,4,4,3,4,3,5,3,34,4,3,3,5,5,4,3,3,4,34,68,-4
tezuka-saikaoru,11,@手塚 彩馨,3,3,5,5,3,4,3,4,4,34,4,4,3,4,4,4,3,4,5,35,69,-3
enkaku-yuuki,11,円角 有希,4,4,5,3,3,4,3,4,3,33,4,4,3,5,4,4,3,4,5,36,69,-3
sano-kana,11,@佐野 夏奈,5,4,5,4,4,4,3,4,5,38,3,3,2,5,4,4,3,3,4,31,69,-3
fujimoto-aina,11,@藤本 愛菜,4,4,4,4,3,4,3,4,3,33,4,3,3,6,4,5,3,4,4,36,69,-3
kinoshita-kaho,11,木下 夏帆,5,4,6,4,2,4,3,4,4,36,3,3,3,5,4,3,3,4,5,33,69,-3
kitagawa-sakuraku,11,@北川 紗玖楽,4,4,4,4,4,3,3,4,4,34,4,3,3,4,4,4,5,4,4,35,69,-3
yamamoto-yuka,11,@山本 優花,4,4,5,4,3,3,2,4,4,33,4,4,4,4,4,4,3,4,5,36,69,-3
chida-moeka,11,千田 萌花,5,4,5,3,3,4,3,5,4,36,4,3,3,4,3,4,2,5,5,33,69,-3
souba-ayana,11,相場 彩那,5,4,4,4,3,3,3,4,4,34,3,4,4,5,4,4,3,4,4,35,69,-3
jienifaa-koga,11,ジェニファー 古賀,5,4,5,4,4,4,3,3,4,36,3,3,3,5,4,4,2,4,5,33,69,-3
shimada-sa,11,島田 紗,5,3,5,4,4,3,3,4,4,35,4,4,3,5,3,4,2,4,5,34,69,-3
kawakami-chika,11,川上 知夏,4,4,5,3,2,4,3,4,4,33,5,4,3,4,4,4,3,3,6,36,69,-3
kobayashi-shouna,23,@小林 照菜,4,3,4,4,3,5,3,5,4,35,4,4,3,5,4,4,3,4,4,35,70,-2
kashiwabara-mizuki,23,柏原 瑞季,4,5,5,4,3,4,3,5,4,37,3,4,3,5,4,4,3,3,4,33,70,-2
arakawa-yuuna,23,荒川 侑奈,6,4,5,4,4,4,2,4,5,38,3,4,3,5,3,4,3,4,3,32,70,-2
shigehara-junna,23,@重原 純奈,4,3,5,4,4,5,3,5,4,37,4,4,3,4,4,3,3,4,4,33,70,-2
aratake-himei,23,荒武 飛名,4,4,4,4,3,4,4,5,4,36,4,6,3,4,3,4,3,3,4,34,70,-2
takahashi-kotone,23,高橋 琴音,4,6,4,4,2,4,3,5,6,38,4,4,3,4,4,3,2,4,4,32,70,-2
tadokoro-misaki,23,田所 美沙樹,4,3,5,4,3,4,3,5,4,35,4,4,4,5,4,3,2,4,5,35,70,-2
yamamoto-kanaoto,23,@山本 華菜音,4,4,5,4,3,4,3,5,5,37,3,4,3,5,4,4,2,3,5,33,70,-2
shibasaki-kaoririn,31,@柴崎 香凛,4,4,5,5,3,4,3,5,4,37,5,4,2,5,4,4,2,4,4,34,71,-1
morita-shuuko,31,森田 就子,4,5,6,5,3,4,3,4,4,38,4,4,3,4,4,3,3,4,4,33,71,-1
saitou-myou,31,齊藤 妙,4,5,5,4,3,5,4,4,5,39,4,3,3,5,4,3,2,4,4,32,71,-1
mizuno-enrin,31,水野 円琳,4,4,5,4,3,5,3,5,3,36,4,4,4,5,4,4,2,4,4,35,71,-1
hosaka-hou(kurikaesi),31,保坂 萌々,3,4,5,4,3,5,3,6,4,37,4,5,3,4,4,3,2,4,5,34,71,-1
shintani-me(kurikaesi),31,@新谷 芽々,4,6,5,4,3,4,3,4,4,37,3,3,3,5,4,4,3,4,5,34,71,-1
yomura-saiyakaori,31,四村 彩也香,4,4,5,4,3,4,3,6,3,36,4,4,3,5,4,4,2,4,5,35,71,-1
sakurai-nashiou,31,@櫻井 梨央,4,4,5,5,3,4,3,5,4,37,4,3,3,4,4,4,3,4,5,34,71,-1
morohashi-aina,31,諸橋 愛奈,4,4,4,4,3,3,3,4,4,33,4,4,3,5,5,5,3,4,5,38,71,-1
nishimura-miki,40,西村 美希,5,4,5,4,4,4,3,5,4,38,3,3,2,5,5,4,3,4,5,34,72,0
matsuoka-hana,40,松岡 華,4,4,4,4,3,3,3,6,5,36,4,4,3,5,5,3,3,4,5,36,72,0
