player_id,rank,name,h1,h2,h3,h4,h5,h6,h7,h8,h9,out,h10,h11,h12,h13,h14,h15,h16,h17,h18,in,total,score
master,PAR,PAR,4,5,4,3,5,4,4,3,4,36,5,5,4,3,4,4,4,3,4,36,72,
morita-shuuko,1,森田 就子,3,4,3,3,5,3,5,4,3,33,5,4,3,3,3,5,4,3,4,34,67,-5
imanishi-sakura,2,＠今西 さくら,3,4,4,3,4,4,4,3,4,33,5,4,4,2,4,4,4,3,4,34,67,-5
kuroda-hikariri,2,黒田 光理,3,4,4,3,5,3,4,2,4,32,5,3,5,2,5,4,3,3,5,35,67,-5
oomura-minami,2,大村 みなみ,3,5,4,4,4,4,4,3,4,35,5,4,3,3,3,3,4,3,4,32,67,-5
sadoyama-riri,5,佐渡山 理莉,3,5,3,3,4,4,3,3,4,32,5,5,3,3,4,4,4,3,5,36,68,-4
yamaguchi-suzunatsu,5,山口 すず夏,3,7,5,3,4,4,4,2,4,36,5,5,4,2,4,4,3,2,3,32,68,-4
fukuoka-yasuna,7,福岡 靖菜,3,5,4,3,5,4,4,2,4,34,6,5,3,3,4,4,4,3,3,35,69,-3
miyako-reihana,7,＠都 玲華,3,5,6,3,5,4,4,2,4,36,5,4,4,3,3,4,3,3,4,33,69,-3
nitta-yuuki,7,新田 有希,3,5,4,3,4,4,4,3,4,34,5,5,3,3,4,4,4,3,4,35,69,-3
kamiya-wasou,7,神谷 和奏,4,3,3,4,5,4,4,3,5,35,5,5,3,3,4,5,3,3,3,34,69,-3
kusumoto-ayano,11,楠本 彩乃,4,5,3,3,4,4,4,3,4,34,5,5,3,3,4,4,4,4,4,36,70,-2
tamura-ryouumi,11,田村 良海,4,4,4,3,4,4,4,3,5,35,5,6,3,3,3,4,3,4,4,35,70,-2
hayashi-marerina,13,＠林 希莉奈,4,5,5,3,5,4,4,3,4,37,5,5,4,3,4,4,3,2,4,34,71,-1
kobayashi-miyume,13,小林 実夢,4,5,4,3,5,4,4,3,4,36,5,5,4,3,4,4,3,3,4,35,71,-1
tamura-wa,13,田村 和,4,4,5,4,5,4,4,2,4,36,4,6,4,3,4,4,3,3,4,35,71,-1
yamadahou-ketsu,13,＠山田萌 結,3,5,4,3,5,4,4,3,4,35,5,4,5,3,3,4,6,3,3,36,71,-1
kamimura-ai,13,＠上村 愛,4,4,4,3,5,4,3,3,4,34,5,5,4,3,4,4,4,3,5,37,71,-1
yanai-sana,13,柳井 紗奈,3,4,5,3,5,4,5,3,4,36,5,4,4,3,4,5,4,2,4,35,71,-1
suzuki-aikako,13,鈴木 愛佳子,4,4,5,3,4,4,4,3,4,35,5,4,4,2,4,4,5,3,5,36,71,-1
murata-hokaori,20,＠村田 歩香,4,5,7,3,4,4,4,2,4,37,5,5,4,4,4,3,3,3,4,35,72,0
kokutou-satsuki,20,谷頭 さつき,3,4,3,5,5,4,5,3,5,37,5,4,3,3,4,4,4,3,5,35,72,0
sakaihara-matsuki,20,境原 茉紀,3,4,3,4,5,4,4,3,4,34,5,6,4,3,5,4,4,3,4,38,72,0
enkaku-yuuki,20,円角 有希,4,5,4,4,5,4,4,3,5,38,4,5,4,3,5,4,3,3,3,34,72,0
kondou-nanami,20,近藤 ななみ,3,5,4,3,6,4,3,3,4,35,4,4,4,3,4,4,4,5,5,37,72,0
kouno-azumi,20,＠河野 あずみ,3,4,3,4,5,4,5,3,3,34,6,5,5,3,3,5,3,3,5,38,72,0
kobori-hitsujiai,26,＠小堀 未愛,4,5,4,3,5,4,5,3,4,37,5,5,4,3,3,4,4,3,5,36,73,1
wakimoto-sakura,26,脇元 桜,4,5,5,4,4,3,5,3,4,37,5,6,3,2,5,4,3,4,4,36,73,1
taniyama-satoko,26,＠谷山 理子,3,5,3,4,5,4,5,3,4,36,5,5,4,3,4,5,4,3,4,37,73,1
mikawa-sumie,26,三川 澄恵,4,5,4,3,5,5,4,3,4,37,5,5,4,3,3,4,4,4,4,36,73,1
kamiya-namegumi,26,神谷 奈恵,4,5,4,3,6,4,3,3,4,36,4,6,4,3,4,4,5,3,4,37,73,1
kobori-aimi,31,＠小堀 愛海,5,4,5,3,5,3,4,3,4,36,5,4,5,4,4,4,4,3,5,38,74,2
ueda-rina,31,植田 梨奈,3,7,4,3,4,4,3,2,4,34,5,4,4,4,4,4,7,4,4,40,74,2
yamamoto-yuuko,31,山本 優子,4,4,4,3,5,4,4,4,4,36,6,5,4,3,4,4,4,3,5,38,74,2
ishikawa-yumeka,31,＠石川 夢香,4,4,5,3,4,4,5,3,4,36,6,4,4,3,4,6,5,3,3,38,74,2
sadayama-suzukaba,31,佐田山 鈴樺,4,4,3,3,4,4,5,4,4,35,4,5,4,4,4,5,4,4,5,39,74,2
kawabata-yui,31,＠川端 悠衣,4,5,4,3,5,4,4,3,5,37,5,5,4,3,4,4,4,4,4,37,74,2
akase-shinna,31,＠赤瀬 新菜,4,5,4,4,4,4,5,3,4,37,4,5,4,3,4,5,3,4,5,37,74,2
yokoyama-momo,31,横山 もも,3,4,5,3,5,5,4,3,4,36,5,5,4,4,5,4,3,4,4,38,74,2
kinjou-manan,31,金城 茉南,4,4,5,3,5,4,4,4,4,37,5,5,4,3,4,5,4,3,4,37,74,2
tezuka-masa,31,手束 雅,4,5,4,3,5,4,5,3,4,37,5,5,4,3,4,4,4,3,5,37,74,2
